"","X","x","y","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"56",214,-81.6498778053794,26.0749102978217,"BP01-25JAN21","COSWFL",2021,1447,"Adult","Male","A",10.1,307,267,29.4,13.4,434830,2884148,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, ME","Johnny",NA,"",NA,NA,NA,27,28.8999996185303,NA,"","","","","{4246B8C0-8ABA-49A8-8FD4-05286E1FD0BC}","","North","East","Franko","","","","direct",2021-01-25,"2021-01-25 1447"
"57",215,-81.6498990418481,26.0749105342241,"BP02-25JAN21","COSWFL",2021,1447,"Adult","Female","A",15,456,404,110.8,50.3,434830,2884148,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, ME","Johnny",68,"",NA,NA,NA,27,28.8999996185303,NA,"","","","Coiled","{B4E5A1A0-FF86-4B8C-9868-64D1CC38748F}","YES","North","East","Franko","","","","direct",2021-01-25,"2021-01-25 1447"
"58",216,-81.6559965880818,26.0883134617176,"BP01-26JAN21","COSWFL",2021,1337,"Adult","Male","A",9.1,277,241,18,8.2,434221,2885630,"South Naples Citrus Grove","Scout","","Collier","Belle Meade"," IB, IE, ME","Timmy T",NA,"",NA,NA,NA,28.7999992370605,30.7000007629395,NA,"","","","","{0703A71F-8AAD-4E78-8F6C-1CA73EF0789C}","","North","East","","","","","direct",2021-01-26,"2021-01-26 1337"
"59",217,-81.6561619774654,26.0883405641945,"BP02-26JAN21","COSWFL",2021,1337,"Adult","Female","A",14.2,434,382,81.9,37.2,434208,2885633,"South Naples Citrus Grove","Scout","","Collier","Belle Meade","IB, IE, ME","Timmy T",52,"",NA,30.5,NA,28.7999992370605,30.7000007629395,NA,"","","","Stretched Out","{41972E60-DE9F-40AA-99A2-EB8D142687A5}","YES","North","East","","","","","direct",2021-01-26,"2021-01-26 1337"
"60",218,-81.6032956817482,26.1063080470801,"BP01-27JAN21","COSWFL",2021,1023,"Adult","Female","A",15.1,461,407,117.7,53.4,439505,2887599,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, ME","Caesar",71,"",0,25.2000007629395,NA,25.3999996185303,NA,NA,"","","","Basking","{2E7E64C6-9633-432D-8650-03566BDA517E}","YES","North","East","","","","","direct",2021-01-27,"2021-01-27 1023"
"61",219,-81.5054694210535,25.9865248339581,"BP02-27JAN21","COSWFL",2021,1257,"Adult","Female","A",10.8,330,290,38.4,17.4,449233,2874290,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, ME","Loki",34,"",0,28,NA,29,31.2000007629395,NA,"","","","Basking","{7C4F2793-3DD7-465E-9270-18513447FFF7}","YES","PSRP","","","","","","direct",2021-01-27,"2021-01-27 1257"
"62",221,-81.6078217494656,26.0792246007101,"BP03-05FEB21","COSWFL",2021,1128,"Adult","Female","A",14.3,435,386,81.7,37.1,430947,2884609,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, AF, ME","Ronin",53,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{959983E3-5B40-431C-B03D-DBC2269E7730}","YES","North","East","","","","","direct",2021-02-05,"2021-02-05 1128"
"63",222,-81.6408327021531,26.0455159854745,"BP01-08FEB21","COSWFL",2021,1109,"Adult","Female","A",9.7,296,262,32.7,14.9,435711,2880880,"Greenway Road","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, ME","Zuko",28,"",80,27.2999992370605,NA,NA,NA,NA,"","debris pile","","Basking","{36B37210-632C-41E9-BDE3-0E03B5B55B9F}","YES","North","East","","","","","direct",2021-02-08,"2021-02-08 1109"
"64",223,-81.6044570461834,26.1047086411704,"BP01-10FEB21","COSWFL",2021,947,"Adult","Male","A",8.9,270,232,21.4,9.7,439837,2887421,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, ME","Caesar",NA,"",0,24,NA,23.7999992370605,25.2999992370605,NA,"","","","Basking","{403A8BFA-FBCB-41DE-86CF-487BB9BD3DCE}","","North","East","","","","","direct",2021-02-10,"2021-02-10 0947"
"65",224,-81.5055544247969,25.9878306256189,"BP02-10FEB21","COSWFL",2021,1312,"Adult","Female","A",16.4,501,440,147.2,66.8,449225,2874435,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, ME","Loki",NA,"",NA,NA,NA,28.2000007629395,32.4000015258789,NA,"","","","","{0994DF23-10A9-46D1-BC32-4F5DC8321554}","","PSRP","","","","","","direct",2021-02-10,"2021-02-10 1312"
"66",225,-81.5056038170534,25.9878231555493,"BP03-10FEB21","COSWFL",2021,1316,"Adult","Male","A",11.7,352,310,45.5,20.7,449220,2874434,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, ME","Loki",NA,"",0,NA,NA,28.2000007629395,32.4000015258789,NA,"","","PYBI-84","","{BFB1C474-7E18-4930-8E2D-0157F9FFEB77}","","PSRP","","","","","","direct",2021-02-10,"2021-02-10 1316"
"67",226,-81.5055696419641,25.9877861562705,"BP04-10FEB21","COSWFL",2021,1317,"Adult","Male","A",11.5,347,303,44.2,20.1,449221,2874434,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, ME","Loki",NA,"",0,NA,NA,28.2000007629395,32.4000015258789,NA,"","","PYBI-85","","{4D0BE9EC-EFBA-4F17-8283-2C281C1FFC50}","","PSRP","","","","","","direct",2021-02-10,"2021-02-10 1317"
"68",227,-81.6424837821897,26.0452996615379,"BP01-11FEB21","COSWFL",2021,1018,"Adult","Female","A",10.5,320,281,33,15,435544,2880856,"Greenway Road","Scout","","Collier","Development"," IB, IE, ME, AlF","Zuko",23,"",NA,NA,NA,25.7999992370605,35.0999984741211,NA,"","","","Basking","{807804C9-B62C-4CCB-AE0D-2F8737305A9D}","YES","North","East","","","","","direct",2021-02-11,"2021-02-11 1018"
"69",228,-81.6365734587018,26.0333031577971,"BP02-11FEB21","COSWFL",2021,1051,"Adult","Female","A",8.3,253,221,18.2,8.3,436133,2879525,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AIF, ME","Estilo",17,"",0,NA,NA,30,NA,NA,"","","","Basking","{47EA4072-8D8C-4DF7-B2AF-E04B6B153611}","YES","North","East","","","","","direct",2021-02-11,"2021-02-11 1051"
"70",229,-81.584348292717,25.9942920363536,"BP03-11FEB21","COSWFL",2021,1229,"Adult","Female","A",9.9,303,267,34.8,15.8,441341,2875187,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, AIF, ME","Thor",23,"",90,NA,NA,30.8999996185303,40.2999992370605,NA,"","","","Traveling","{016EBF18-85B1-46BB-9CB1-7F672A3D115F}","YES","North","East","","","","","direct",2021-02-11,"2021-02-11 1229"
"71",236,-81.6024174147066,26.1058913284489,"BP01-18FEB21","COSWFL",2021,954,"Adult","Female","A",15,456,402,98.7,44.8,439601,2887538,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, AF, ME","Caesar",47,"",0,26.5,NA,26.1000003814697,28.6000003814697,NA,"","","","Stretched Out","{0735E56C-882C-49F3-AF5E-A23964937182}","YES","North","East","","","","","direct",2021-02-18,"2021-02-18 0954"
"72",237,-81.602380075197,26.1058424406726,"BP02-18FEB21","COSWFL",2021,955,"Adult","Male","A",9.5,291,252,22.9,10.4,439594,2887544,"Triple G Loop","Scout","","Collier","Belle Meade"," IB, IE, AF, ME","Caesar",NA,"",0,NA,NA,26.1000003814697,28.6000003814697,NA,"","","","Basking","{52D42155-15C4-4F0D-BF45-9A41160DE6AB}","","North","East","","","","","direct",2021-02-18,"2021-02-18 0955"
"73",238,-81.5214434864306,26.0654757821731,"BP03-18FEB21","COSWFL",2021,1120,"Adult","Female","A",15.8,482,425,146.5,66.5,447669,2883040,"Faka Union Canal, 94 Ave","Scout","","Collier","PSRP"," IB, IE, AF, ME","Denis",82,"",100,NA,NA,27.6000003814697,29,NA,"","Debris pile","","Courting/Mating","{75F62214-59FB-4EE8-8E82-555B0BD3F90E}","YES","PSRP","South","Dion","","","","direct",2021-02-18,"2021-02-18 1120"
"74",239,-81.6416521687107,26.0437097216497,"BP01-22FEB21","COSWFL",2021,1040,"Adult","Female","A",10,306,269,28.4,12.9,435633,2880678,"Greenway Road","Scout","","Collier","Development"," IE. ME","Zuko",21,"",99,NA,NA,NA,NA,NA,"","","","Undercover","{648C2126-1610-4256-B909-5186F3B36C2E}","YES","North","East","","","","","direct",2021-02-22,"2021-02-22 1040"
"75",240,-81.6474537089424,26.0642585681859,"BP02-22FEB21","COSWFL",2021,1245,"Adult","Female","A",14.4,438,390,120.8,54.8,435065,2882967,"Wiggins","Scout","","Collier","Six L's Agricultural"," IE, ME","Nice",69,"",NA,NA,NA,NA,NA,NA,"","","nice","Courting/Mating","{67E7F4E4-A730-4E91-8624-45968F054692}","YES","North","East","","","","","direct",2021-02-22,"2021-02-22 1245"
"76",241,-81.6474550325183,26.064261639462,"BP03-22FEB21","COSWFL",2021,1245,"Adult","Male","A",9.7,296,257,19.8,9,435065,2882967,"Wiggins","Scout","","Collier","Six L's Agricultural","IE, ME","Nice",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{D68CAD0B-F22D-4A26-A3C2-2A45B316C325}","","North","East","","","","","direct",2021-02-22,"2021-02-22 1245"
"77",244,-81.6016463141373,26.0649628281813,"BP01-24FEB21","COSWFL",2021,1420,"Adult","Female","A",15.3,466,410,126.6,57.4,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",68,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{18F4FF2A-8486-47F8-BDCC-620649435106}","YES","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"78",245,-81.6016845333932,26.0649681312706,"BP02-24FEB21","COSWFL",2021,1420,"Adult","Male","A",9.7,296,256,21.7,9.9,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{B925113D-2067-4DE3-AA12-0CCC23B5CAAD}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"79",246,-81.6016820049894,26.064965192813,"BP03-24FEB21","COSWFL",2021,1420,"Adult","Male","A",9.2,281,244,17.8,8.1,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{12D4FA58-0C62-4F72-9696-67FDF1B58328}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"80",247,-81.6016819553186,26.0649627180422,"BP04-24FEB21","COSWFL",2021,1420,"Adult","Male","A",7.6,233,211,13,5.9,439642,2883018,"Rogue River Farms","Scout","","Collier","Six L's Agricultural","IB, IE, ME","Ronin",NA,"",NA,NA,NA,29.2999992370605,34.2999992370605,NA,"","para patch in ag retention","","Courting/Mating","{9997C982-D621-4D42-855F-1F3C0E072675}","","North","East","","","","","direct",2021-02-24,"2021-02-24 1420"
"81",250,-81.5210588390648,26.0700602643838,"BP01-04MAR21","COSWFL",2021,1112,"Adult","Female","A",11.6,354,312,55.9,25.4,447706,2883548,"Faka Union Canal, 92 Ave","Scout","","Collier","PSRP","IE, ME, AlF ","Denis",41,"",50,NA,NA,23.2000007629395,34.9000015258789,NA,"","","","Courting/Mating","{543BB6EF-E46D-4CB9-8E99-46D3CE1A75E1}","YES","PSRP","North","","","","","direct",2021-03-04,"2021-03-04 1112"
"82",252,-81.5773600187901,25.9920865426964,"BP01-10MAR21","COSWFL",2021,1000,"Adult","Female","A",12.1,370,328,57.9,26.3,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",43,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","","Courting/Mating","{0C2406D6-B976-422A-B22E-4CA253B09217}","YES","North","East","Vagus","","","","direct",2021-03-10,"2021-03-10 1000"
"83",253,-81.5773277623057,25.9920234060244,"BP02-10MAR21","COSWFL",2021,1000,"Adult","Male","A",8.6,262,227,15,6.8,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",NA,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","","Courting/Mating","{2877071D-E9BF-467D-8106-2A661F78EAE8}","","North","East","Vagus","","","","direct",2021-03-10,"2021-03-10 1000"
"84",254,-81.5773402105608,25.992018749297,"BP03-10MAR21","COSWFL",2021,1000,"Adult","Male","A",10.6,323,281,22.1,10,442047,2874932,"Collier Seminole State Park, N of Tamiami Trail","Scout","","Collier","CSSP"," IB, IE, ME","Thor",NA,"",100,NA,NA,22.2999992370605,24.3999996185303,NA,"GOTO","","Vagus recovery","Courting/Mating","{E9573F61-ED0D-4D9C-BC67-CB440B0F669E}","","","","","","","","direct",2021-03-10,"2021-03-10 1000"
"85",255,-81.6896060026191,26.0661608237889,"BP01-11MAR21","COSWFL",2021,1442,"Adult","Female","A",9.3,284,249,23.3,10.55,430849,2883191,"Raw Water 951","Scout","","Collier","Development"," IB, IE, ME","Joker",18,"",0,34.0999984741211,NA,28.2000007629395,NA,NA,"","","26.2 water temp ","Basking","{802412E6-EA52-4D20-BEE2-F496F2D277E4}","YES","North","East","","","","","direct",2021-03-11,"2021-03-11 1442"
"86",256,-81.6374780070681,26.0343551378126,"BP01-15MAR21","COSWFL",2021,1045,"Adult","Male","A",7.1,217,189,7.6,3.45,436045,2879645,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, ME","Estilo",NA,"",25,NA,NA,25.3999996185303,NA,NA,"","","","Basking","{7ADDE55F-9623-4A05-AC0B-F69B0375BFA9}","","North","East","","","","","direct",2021-03-15,"2021-03-15 1045"
"87",257,-81.6375868976576,26.0344079777799,"BP01-18MAR21","COSWFL",2021,1323,"Adult","Female","A",9.3,283,250,22.6,10.3,436034,2879651,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AIF, ME","Estilo",20,"",0,NA,NA,NA,30.5,NA,"","","","Courting/Mating","{3D324D62-0E9B-494F-81B3-94ECB86608E6}","YES","North","East","","","","","direct",2021-03-18,"2021-03-18 1323"
"88",258,-81.637578071431,26.0344139058555,"BP02-18MAR21","COSWFL",2021,1323,"Adult","Male","A",8.5,260,224,12.5,5.7,436034,2879651,"Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, AIF, ME","Estilo",NA,"",0,NA,NA,NA,30.5,NA,"","","","Courting/Mating","{A8E41D05-8D8B-4E06-83B0-51BB5733FEF4}","","North","East","","","","","direct",2021-03-18,"2021-03-18 1323"
"89",260,-81.6865353651163,26.074301453072,"BP01-09APR21","COSWFL",2021,1135,"Adult","Female","A",7.2,215,189,8.6,3.9,431162,2884093,"Marco Raw Water","Scout","","Collier","Development"," IB, IE, MM, ME","Johnny",0,"",10,NA,NA,29.7000007629395,31.2000007629395,NA,"","On grass in marsh","","Basking","{975A74A9-9C8E-4D65-B7FC-32FB73AF8355}","","North","East","","","","","indirect",2021-04-09,"2021-04-09 1135"
"90",261,-81.6137914617975,26.0643546659584,"BP01-29NOV21","COSWFL",2021,1025,"Adult","Male","A",7.35,224,196,11.6,5.3,438432,2882955,"Rouge River","Scout","","Collier","Six L's Agricultural"," IB, IE, KyF, AF","Lulu",NA,"",25,NA,NA,NA,NA,NA,"","Grapevine on burm","","Stretched Out","{6D679940-7569-43EB-B7C2-2E41C76857FF}","","North","East","","","","","indirect",2021-11-29,"2021-11-29 1025"
"91",262,-81.5118388433473,25.9676868006798,"BP01-22DEC21","COSWFL",2021,1027,"Adult","Female","A",14.8,452,402,113.8,51.6,448585,2872204,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",75,"",40,NA,NA,NA,NA,NA,"","Eco tone between Oak/ palm cypress and fern ","","","{7FB772D0-B604-4D4F-A061-951A0FBEB552}","YES","PSRP","","","","","","direct",2021-12-22,"2021-12-22 1027"
"92",263,-81.5215468863828,26.0520218517279,"BP01-28DEC21","COSWFL",2021,1538,"Adult","Female","A",17.5,534,481,215,97.5,447660,2881604,"Faka Union Canal, 102 Ave","Scout","","Collier","PSRP"," IE, KyF ","Dion",122,"",100,NA,NA,NA,NA,NA,"","","Holy shit","","{433C78CB-F15F-4A8E-B61E-66768E7AC4DB}","YES","PSRP","South","","","","","direct",2021-12-28,"2021-12-28 1538"
"93",264,-81.6177101139233,26.080130598262,"BP01-30DEC21","COSWFL",2021,1040,"Adult","Female","A",14.6,445,392,106.8,48.45,438045,2884708,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Donnie",59,"",50,NA,NA,NA,NA,NA,"","","","Courting/Mating","{4877EDE6-5BAE-427F-938F-F4539FBE4CBA}","YES","North","East","","","","","direct",2021-12-30,"2021-12-30 1040"
"94",266,-81.6490950196549,26.0584954239022,"BP02-03JAN22","COSWFL",2022,1200,"Adult","Female","A",14.3,435,385,93.1,42.2,434898,2882327,"O’Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE ","Steve",49,"",100,NA,NA,NA,NA,NA,"","","Coiled under para near large basking pad","Undercover","{AE5FF8E4-06CA-43ED-A270-70B6805A9951}","YES","North","East","Maestro","","","","direct",2022-01-03,"2022-01-03 1200"
"95",267,-81.6132062525693,26.0660842815489,"BP03-03JAN22","COSWFL",2022,1345,"Adult","Male","A",9,275,245,19.6,8.9,438491,2883148,"Rouge River ","Scout","","Collier","Six L's Agricultural"," IB, IE","Lulu",NA,"",0,NA,NA,NA,NA,NA,"","Levee","Seen crossing levee toward female after lunch break","Traveling S","{35AA0666-5FA4-4FF6-8FB3-F15A18599C34}","","North","East","","","","","indirect",2022-01-03,"2022-01-03 1345"
"96",268,-81.6626299822888,26.0855932101467,"BP01-04JAN22","COSWFL",2022,1024,"Adult","Female","A",14.5,441,398,118,53.54,433556,2885333,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Ronin",67,"",80,NA,NA,NA,NA,NA,"","Underneath dead bush debris ","","Coiled","{5FE5441D-E376-431C-8A35-B2AAC29B317F}","YES","North","East","","","","","direct",2022-01-04,"2022-01-04 1024"
"97",270,-81.6440609756946,26.0660951219028,"BP01-18JAN22","COSWFL",2022,1042,"Adult","Male","A",9.2,280,244,20.7,9.4,435404,2883169,"Wiggins","Scout","","Collier","Six L's Agricultural"," IB, IE, KyF","Ronin",NA,"",NA,NA,NA,NA,NA,NA,"","Para bed ","","Basking","{FBDFE2C3-222B-427B-AD12-041D4544409D}","","North","East","","","","","indirect",2022-01-18,"2022-01-18 1042"
"98",271,-81.6440652848302,26.0661664441202,"BP02-18JAN22","COSWFL",2022,1045,"Adult","Male","A",11.5,350,304,41.9,19,435401,2883170,"Wiggins ","Scout","","Collier","Six L's Agricultural","IB, IE, KyF  ","Ronin",NA,"",20,NA,NA,NA,NA,NA,"","Fern edge next to para ","PYBI-59 recovery","Basking","{2B8827A0-6161-4571-807B-EBD977446196}","","North","East","","","","","indirect",2022-01-18,"2022-01-18 1045"
"99",272,-81.6448491518368,26.0664081474838,"BP03-18JAN22","COSWFL",2022,1100,"Adult","Female","A",15.4,470,414,116.8,53,435327,2883202,"Wiggins ","Scout","","Collier","Six L's Agricultural","IB, IE, KyF  ","Ronin",57,"",100,NA,NA,NA,NA,NA,"","Para grass and tree debris ","","Undercover","{71A2C62D-E183-404A-B8DB-DE28A7756C3D}","YES","North","East","","","","","direct",2022-01-18,"2022-01-18 1100"
"100",276,-81.6251019702595,26.0888391326273,"BP01-20JAN22","COSWFL",2022,1348,"Adult","Female","A",13.1,400,354,80.6,36.6,437272,2885664,"Belle Meade","Scout","","Collier","Belle Meade"," IB, IE, KyF ","Timmy T",59,"",60,NA,NA,NA,NA,NA,"","Fern bed ","","Coiled","{7AEC4BE4-14BA-454A-A1AF-68A7A5E8EBCC}","YES","North","East","","","","","direct",2022-01-20,"2022-01-20 1348"
"101",277,-81.5217616608788,26.0716544806051,"BP01-21JAN22","COSWFL",2022,1321,"Adult","Male","A",11.2,340,292,41.1,18.7,447640,2883725,"Faka Union Canal; 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, KF","Denis",NA,"",0,NA,NA,NA,NA,NA,"","","","","{528F7DA4-567E-495E-8A6D-A4DFAB136117}","","PSRP","North","","","","","indirect",2022-01-21,"2022-01-21 1321"
"102",278,-81.521644128217,26.0713442265034,"BP02-21JAN22","COSWFL",2022,1332,"Adult","Female","A",10.9,331,290,40.6,18.4,447651,2883690,"Faka Union Canal; 92 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, KF","Denis",36,"",NA,NA,NA,NA,NA,NA,"","","","","{72203379-3F43-4689-A4BF-DF3C7318B951}","YES","PSRP","North","","","","","direct",2022-01-21,"2022-01-21 1332"
"103",279,-81.6609348851402,26.1268027821972,"BP03-21JAN22","COSWFL",2022,1514,"Adult","Male","A",9.6,294,253,25.2,11.5,433750,2889895,"Willow Run Quarry","Scout","","Collier","Belle Meade"," IB, IE, KyF, KF ","Willow",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{CB5D2330-AD5B-4AB5-9C34-11DDCB58D069}","","North","East","","","","","direct",2022-01-21,"2022-01-21 1514"
"104",280,-81.5044683545263,25.9831777163735,"BP01-25JAN22","COSWFL",2022,1345,"Adult","Female","A",10.2,310,274,35.6,16.2,449330,2873918,"Faka Union Canal; E","Scout","","Collier","PSRP"," IE, KyF","George",29,"",60,NA,NA,NA,NA,NA,"","","Indirect PYBI 84,85","Basking","{3AB41389-013E-4085-9DFD-ECC20AE54BB2}","YES","PSRP","","","","","","indirect",2022-01-25,"2022-01-25 1345"
"105",281,-81.5956726392734,26.0185153559432,"BP03-25JAN22","COSWFL",2022,1520,"Adult","Female","A",14.9,454,405,104.3,47.3,440220,2877871,"Picayune -- E of New Land","Scout","","Collier","Six L's Agricultural"," IE, KyF","Thor",67,"",70,NA,NA,NA,NA,NA,"","","On mating pad with PYBI-52","","{335CC326-9D4B-42A7-BD1E-082E89D1A61A}","YES","North","East","","","","","direct",2022-01-25,"2022-01-25 1520"
"106",282,-81.5956969444692,26.0176847060905,"BP04-25JAN22","COSWFL",2022,1542,"Adult","Male","A",9.7,296,258,23.8,10.8,440217,2877780,"Picayune -- E of New Land","Scout","","Collier","Six L's Agricultural"," IE, KyF","Thor",NA,"",NA,NA,NA,NA,NA,NA,"","","Indirect","Basking","{40B859A5-00CF-4A8B-B127-36926B50CE8B}","","North","East","","","","","indirect",2022-01-25,"2022-01-25 1542"
"107",283,-81.5052707310325,25.9823570224866,"BP01-27JAN22","COSWFL",2022,1158,"Adult","Male","A",8.2,251,220,18,8.2,449252,2873826,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","George",NA,"",75,NA,NA,NA,NA,NA,"DILLO","Dense vines over armadillo burrow ","Shedding along with George ","Coiled","{6F192060-05BF-4FB3-97CD-D242179E21F0}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1158"
"108",284,-81.5061404708765,25.9814798103636,"BP02-27JAN22","COSWFL",2022,1205,"Adult","Male","A",11.6,354,307,42.8,19.4,449162,2873730,"Faka Union Canal; W","Scout","","Collier","PSRP"," IB, IE, KyF ","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{F0FF5135-1389-4971-8B70-63E51D3ACEDA}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1205"
"109",285,-81.5060013300884,25.9813623459482,"BP03-27JAN22","COSWFL",2022,1209,"Adult","Male","A",10.8,328,305,42.8,19.4,449178,2873718,"Faka Union Canal; W","Scout","","Collier","PSRP","IB, IE, KyF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{FA1A45E0-323C-4F7E-8643-222B24DE7741}","","PSRP","","","","","","direct",2022-01-27,"2022-01-27 1209"
"110",286,-81.5197131403772,26.0139696431245,"BP02-28JAN22","COSWFL",2022,124,"Adult","Female","A",14.7,448,401,125.7,57,447781,2877368,"Faka Union Canal, 122 Ave","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Loki",72,"",10,NA,NA,NA,NA,NA,"","Open sun patch in vines and ferns, on top of matted down vines ","","Basking","{8490936D-7D42-4EB9-8467-727F2A2AA4CD}","YES","PSRP","South","","","","","direct",2022-01-28,"2022-01-28 0124"
"111",293,-81.5213758614114,26.0476308686552,"BP03-04FEB22","COSWFL",2022,1230,"Adult","Female","A",12.2,371,329,57.2,26,447668,2881061,"Faka Union Canal, 104 Ave","Scout","","Collier","PSRP","IB, IE, KyF","Dion",38,"",NA,NA,NA,NA,NA,NA,"","","","Coiled","{5CA7847C-8782-414E-9177-B0EAD110DE36}","YES","PSRP","South","","","","","direct",2022-02-04,"2022-02-04 1230"
"112",294,-81.5213758614114,26.0476308686552,"BP04-04FEB22","COSWFL",2022,1230,"Adult","Female","A",10.7,325,282,39,17.7,447668,2881061,"Faka Union Canal, 104 Ave","Scout","","Collier","PSRP"," IB, IE, KyF ","Dion",31,"",100,NA,NA,NA,NA,NA,"","In a massive Boulder pile at the base of the pile in a cavity ","","Coiled","{3F2EE432-06AE-41C5-A4DB-CC5C2F6CED01}","YES","PSRP","South","","","","","direct",2022-02-04,"2022-02-04 1230"
"113",298,-81.6284719211507,26.0839024591301,"BP01-08FEB22","COSWFL",2022,1515,"Adult","Male","A",10.1,307,266,27.2,12.4,436973,2885130,"Belle Meade","Scout","","Collier","Belle Meade","IB, IE, KyF","Nice",NA,"",95,NA,NA,NA,NA,NA,"Natural","In rotten saw palmetto hole ","Labyrinth!!","Coiled","{A8056DFA-574D-43BA-BDA5-F4F8501EDFDA}","","North","East","","","","","direct",2022-02-08,"2022-02-08 1515"
"114",299,-81.5095135984702,25.9752375705424,"BP01-15FEB22","COSWFL",2022,1040,"Adult","Female","A",14.6,444,395,105.5,47.95,448825,2873040,"Fakaunion canal - West","Scout","","Collier","PSRP"," IB, IE, KyF ","George",31,"",0,NA,NA,NA,NA,NA,"","Bracken fern, smylax vine patch ","Length might be reversed with Orion snake ","Basking","{13CAAE48-DB03-47F9-9939-38AD93CCD6FC}","","PSRP","","","","","","direct",2022-02-15,"2022-02-15 1040"
"115",302,-81.5210877158803,26.0052005691102,"BP01-17FEB22","COSWFL",2022,1238,"Adult","Female","A",15.8,481,427,145.3,65.9,447679,2876363,"PSSF - Faka Union Canal W","Scout","","Collier","PSRP"," IB, IE, KyF, AF","Loki",96,"",50,NA,NA,NA,NA,NA,"","Fern patch adjacent to large berm on the edge of a canal ","","","{D633DA4F-DBB8-4FEA-9FD4-D0C1D7E0B441}","YES","PSRP","South","","","","","direct",2022-02-17,"2022-02-17 1238"
"116",306,-81.6194526211369,26.0655093436544,"BP05-21FEB22","COSWFL",2022,1445,"Adult","Female","A",15,458,406,106.7,48.4,437866,2883084,"Rouge River Farms","Scout","","Collier","Six L's Agricultural"," IB, IE, KyF ","Franko",67,"",75,NA,NA,NA,NA,NA,"","","","","{D839DC96-F803-49AA-BF63-5204531765BE}","YES","North","East","","","","","direct",2022-02-21,"2022-02-21 1445"
