ID,Entity,Year,Time,Age,Sex,Disposition,TotL_ft,TotL_cm,SVL_cm,Weight_lbs,Weight_kg,Easting,Northing,GeneralLocation,Method,Additional_ID,County,Designation,Observer,Sentinel,EggCount,SizeEstimate,Percent_Hidden,SnakeTemp,AirTemp,ShadeTemp,GroundTemp,PavementTemp,BurowFeature,Microhabitat,Comments,Behavior,GlobalID,Breeding,Sector_I,Sector_II,Scout_2,Scout_3,Scout_4,Scout_5,Scout_Association,Date,timestamp,geometry,
BP03-27FEB25,COSWFL,2025,1153,Adult,Male,A,9.9,302,262,22.5,10.2,447540,2881316,W of Faka Union Restoration; 102 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Billy Kearney",George,NA,,NA,NA,NA,NA,NA,NA,,,,,{E01FA282-F951-4CDB-B544-49CF016C7098},,,,Lincoln,,,,direct,2/27/2025,2025-02-27 1153,c(-81.5244512912224, 26.0499038872669)
BP04-27FEB25,COSWFL,2025,1509,Adult,Female,A,14.5,442,395,109.2,49.5,445567,2882463,W of Everglades Blvd; 96 Ave,Scout,,Collier,," IB, IE, KaK, JE, Billy Kearney",Walter,NA,,NA,NA,NA,NA,NA,NA,,,,,{573CD6BB-92DA-4F9C-8C8B-5F3AF2ACF4B0},,,,,,,,direct,2/28/2025,2025-02-28 1509,c(-81.5440663754573, 26.0601928133991)
BP05-27FEB25,COSWFL,2025,1509,Adult,Male,A,9.2,280,246,16.4,7.4,445567,2882463,W of Everglades Blvd; 96 Ave,Scout,,Collier,," IB, IE, KaK, JE, Billy Kearney",Walter,NA,,NA,NA,NA,NA,NA,NA,,,,,{9BC74C68-DBD7-4EE0-9452-578354152935},,PSRP,North,,,,,direct,2/28/2025,2025-02-28 1509,c(-81.5440663754573, 26.0601928133991)
BP06-27FEB25,COSWFL,2025,1509,Adult,Male,A,9.3,282,245,15.7,7.1,445567,2882463,W of Everglades Blvd; 96 Ave,Scout,,Collier,," IB, IE, KaK, JE, Billy Kearney",Walter,NA,,NA,NA,NA,NA,NA,NA,,,,,{FE7A0A2A-A18E-4550-BA8E-947435905E14},,PSRP,South,,,,,direct,2/28/2025,2025-02-28 1509,c(-81.5440663754573, 26.0601928133991)
BP01-12MAR25,COSWFL,2025,1219,Adult,Female,A,11.48,350,309,52.2,23.7,451614,2878842,W of Patterson Blvd; 116 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Renee Stoll",Connor,NA,,NA,NA,NA,NA,NA,NA,,,,,{15F559E1-511F-4D73-9568-37E68841C7EE},YES,PSRP,South,,,,,direct,3/12/2025,2025-03-12 1219,c(-81.4994997837252, 26.0132378411157)
BP02-12MAR25,COSWFL,2025,1321,Adult,Female,A,11.42,348,306,43.5,19.7,447502,2881327,W of Faka Union Restoration; 102 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Renee Stoll",Dion,NA,,NA,NA,NA,NA,NA,NA,,,,,{7C49A0BF-03A7-4DD6-925B-692DDEE47FD0},,PSRP,South,George,,,,direct,3/12/2025,2025-03-12 1321,c(-81.5247604159599, 26.0499968137159)
BP03-12MAR25,COSWFL,2025,1321,Adult,Male,A,10.93,333,320,40.1,18.2,447502,2881327,W of Faka Union Restoration; 102 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Renee Stoll",Dion,NA,,NA,NA,NA,NA,NA,NA,,,,,{E7239DF3-1708-4289-B69B-9DD7A14A1863},,PSRP,South,George,,,,direct,3/12/2025,2025-03-12 1321,c(-81.5247604159599, 26.0499968137159)
BP04-12MAR25,COSWFL,2025,1321,Adult,Male,A,10.86,331,287,29.3,13.3,447502,2881327,W of Faka Union Restoration; 102 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Renee Stoll",Dion,NA,,NA,NA,NA,NA,NA,NA,,,,,{7434104C-4563-48EB-A748-B618431DA5F0},,PSRP,South,George,,,,direct,3/12/2025,2025-03-12 1321,c(-81.5247604159599, 26.0499968137159)
BP05-12MAR25,COSWFL,2025,1321,Adult,Male,A,10.56,322,280,28.8,13,447502,2881327,W of Faka Union Restoration; 102 Ave,Scout,,Collier,,"IB, IE, KaK, JE, Renee Stoll",Dion,NA,,NA,NA,NA,NA,NA,NA,,,,,{B7A9BC80-C7CD-48D8-9304-32DAD9804243},,PSRP,South,George,,,,direct,3/12/2025,2025-03-12 1321,c(-81.5247604159599, 26.0499968137159)
BP01-19MAR25,COSWFL,2025,1320,Adult,Female,A,NA,NA,NA,53.92,24.45,447894,2882154,"E of Faka Union Restoration, 98th Ave",Scout,,Collier,," IB, JE, KaK, KF",Stuart,NA,,NA,NA,NA,NA,NA,NA,,,,,{AD406C84-3827-42CF-ADD3-D440B2501353},,PSRP,,Badger,,,,,3/19/2025,2025-03-19 1320,c(-81.5209028392528, 26.0574924236552)
BP01-21MAR25,COSWFL,2025,1250,Adult,Female,A,NA,NA,NA,41.89,19,449232,2874912,Faka Union Canal; W,Scout,,Collier,," IB, JE",Hisstopher,NA,,NA,NA,NA,NA,NA,NA,,,,,{490B1770-B78C-4300-9903-D22E16A015DE},,,,,,,,direct,3/21/2025,2025-03-21 1250,c(-81.5072362044474, 25.9921145833673)
BP02-21MAR25,COSWFL,2025,1250,Adult,Male,A,NA,NA,NA,27.8,12.61,449232,2874912,Faka Union Canal; W,Scout,,Collier,," IB, JE",Hisstopher,NA,,NA,NA,NA,NA,NA,NA,,,,,{ED6CDC19-33D5-4608-A1E4-0423506A35A4},,,,,,,,direct,3/21/2025,2025-03-21 1250,c(-81.5072362044474, 25.9921145833673)
