"Snake_ID","season","pythons.removed","males","females","avg.total","avg.m","avg.f","ground","peak","search","MCP_sqmi","MCP.core.A_sqmi","MCP.core.B_sqmi","df.inactive.days","trapdays.corrected.breeding.season","min.dist.mi.corrected","min.dist.core.A.mi","min.dist.core.B.mi","sample.size","sample.size.core.A","sample.size.core.B","overlap","tracked_years"
"PYBI_64","2021-2022",3,3,0,14.57,14.57,0,18,14,"3",1.32,0.02,0.03,0,146,4.77,0.62,0.65,27,11,11,0.84,3
"PYBI_64","2022-2023",0,0,0,0,0,0,3,2,"",0,0,0,0,149,0.11,0,0,3,1,1,NA,NA
"PYBI_65-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.45,0,0,0,31,2.8,0.47,0.47,4,2,2,NA,NA
"PYBI_65-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,0,0,0,29,0.42,0.42,0.42,2,2,2,NA,NA
"PYBI_65-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.01,0,NA,0,48,1.65,0,0,3,1,0,NA,NA
"PYBI_65","2019-2020",1,0,1,54.3,0,54.3,9,5,"4",0.82,0.08,0.08,0,74,6.95,1.59,1.52,18,10,9,NA,NA
"PYBI_65","2020-2021",0,0,0,0,0,0,8,5,"2",0.9,0.05,0.06,0,153,5.06,0.8,0.87,16,4,5,NA,NA
"PYBI_65","2021-2022",0,0,0,0,0,0,8,2,"2",0.23,0.18,0.2,0,117,2.24,1.25,1.38,6,4,5,NA,NA
"PYBI_66-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.22,NA,NA,0,NA,3.22,0,0,4,0,0,NA,NA
"PYBI_66-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.7,0,NA,0,NA,5.23,0,0,4,1,0,NA,NA
"PYBI_66","2019-2020",0,0,0,0,0,0,11,11,"4",3.49,0.01,0.03,0,83,8.19,0.53,0.89,20,11,13,NA,NA
"PYBI_66","2020-2021",1,0,1,59.9,0,59.9,13,13,"2",2.33,0.05,0.05,0,168,9.09,2.19,1.93,21,9,8,0.28,2
"PYBI_66","2021-2022",0,0,0,0,0,0,0,0,"",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_68-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.14,0,0,0,NA,1.37,0,0,3,1,1,NA,NA
"PYBI_68-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.19,NA,NA,0,45,4.37,0,0,5,0,0,NA,NA
"PYBI_68-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,0,0,78,0.41,0,0,2,1,1,NA,NA
"PYBI_68","2019-2020",2,2,0,27.5,27.5,0,10,8,"",1.18,0.12,0.15,0,89,6.55,1.74,1.88,29,9,11,NA,NA
"PYBI_68","2020-2021",0,0,0,0,0,0,12,9,"2",2.51,0.36,0.66,0,159,11.97,3.13,3.16,21,5,6,NA,NA
"PYBI_68","2021-2022",1,1,0,25.2,25.2,0,10,7,"5",0.77,0.04,0.03,0,154,3.41,0.99,1.09,17,8,7,NA,NA
"PYBI_69-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.27,NA,NA,0,NA,2.18,0,0,4,0,0,NA,NA
"PYBI_69-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,27,1.61,0,0,2,0,0,NA,NA
"PYBI_69-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.04,0,0,0,64,0.99,0,0,3,1,1,NA,NA
"PYBI_69-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_69-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,62,2.04,0,0,3,1,1,NA,NA
"PYBI_69-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_69","2019-2020",1,0,1,114.1,0,114.1,7,7,"3",0.47,0.01,0.01,0,44,3.25,0.65,0.65,10,7,7,NA,NA
"PYBI_69","2020-2021",2,1,1,70.3,19.8,120.8,15,12,"3",2.75,0.64,0.52,0,150,12.09,3.28,3.41,20,10,9,NA,NA
"PYBI_69","2021-2022",1,1,0,27.2,27.2,0,13,9,"5",0.57,0.23,0.23,0,154,6.17,3.03,2.86,17,9,9,0.2,3
"PYBI_69","2022-2023",3,0,3,93.27,0,93.27,14,12,"6",3.27,1.06,1.06,0,151,9.75,4.57,3.66,20,13,11,0.18,4
"PYBI_69","2023-2024",0,0,0,0,0,0,10,7,"4",1.86,1,0.92,0,134,7.78,3.18,3.81,14,7,10,0.74,5
"PYBI_69","2024-2025",3,1,2,109.17,29.7,148.9,14,8,"8",2.22,0.41,0.41,0,142,10.71,6.12,6.75,16,10,10,0,6
"PYBI_70-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.07,0,0,2,0,0,NA,NA
"PYBI_70","2019-2020",1,0,1,102.6,0,102.6,10,10,"3",1.28,0.03,0.19,0,57,6.01,1.68,3.33,17,9,11,NA,NA
"PYBI_70","2020-2021",0,0,0,0,0,0,3,1,"",0.02,NA,NA,0,25,1.12,0,0,4,0,0,NA,NA
"PYBI_71-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,3.27,0,0,2,1,1,NA,NA
"PYBI_71-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_71-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_71","2019-2020",2,0,2,33.4,0,33.4,11,9,"6",9.56,0.17,0.24,0,56,10.65,2.93,3.18,19,9,11,NA,NA
"PYBI_71","2020-2021",4,2,2,68.83,44.85,92.8,9,9,"5",5.03,0.07,0.01,0,169,10.4,1.36,0.7,19,7,7,NA,NA
"PYBI_71","2021-2022",5,2,3,79.58,19.9,119.37,12,11,"9",2.11,0.35,0.15,0,162,8.48,3.57,2.54,23,9,9,0,3
"PYBI_71","2022-2023",0,0,0,0,0,0,4,4,"2",0.59,0,NA,0,69,3.25,0,0,5,1,0,NA,NA
"PYBI_72-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.03,NA,NA,0,NA,0.64,0,0,5,0,0,NA,NA
"PYBI_72-T","2020-2021",0,0,0,0,0,0,0,0,"0",1.94,0.43,0.46,0,155,5.79,2.04,2.24,13,4,5,NA,NA
"PYBI_72-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.03,0.01,0.01,0,113,0.87,0.39,0.39,5,3,3,NA,NA
"PYBI_72","2019-2020",0,0,0,0,0,0,2,1,"",0.13,0,0.03,0,13,2.31,1.31,1.38,8,2,3,NA,NA
"PYBI_72","2020-2021",0,0,0,0,0,0,12,5,"1",2.24,0,0,0,163,7.76,0.05,1.4,12,3,3,NA,NA
"PYBI_72","2021-2022",0,0,0,0,0,0,11,4,"2",0.4,0.4,0.11,0,104,2.85,2.14,1.06,8,6,5,NA,NA
"PYBI_73-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.14,NA,NA,0,NA,1.66,0,0,9,0,0,NA,NA
"PYBI_73-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.34,0,0,0,73,3.32,0,0,8,1,1,NA,NA
"PYBI_73-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.7,NA,NA,0,139,2.6,0,0,6,0,0,NA,NA
"PYBI_73-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,0,0,0,16,0.05,0.05,0,2,2,1,NA,NA
"PYBI_73","2019-2020",0,0,0,0,0,0,1,1,"",1.6,0.15,0.15,0,11,5.69,3.13,3.13,7,3,3,NA,NA
"PYBI_73","2020-2021",0,0,0,0,0,0,17,15,"4",0.82,0.17,0.06,0,134,5.31,2.49,1.35,19,11,11,NA,NA
"PYBI_73","2021-2022",0,0,0,0,0,0,17,15,"4",0.66,0.4,0.32,0,155,8.18,3.53,3.15,21,10,10,0.7,3
"PYBI_73","2022-2023",0,0,0,0,0,0,7,4,"1",1.03,0,0,0,51,3.17,0.14,0,7,3,1,NA,NA
"PYBI_74-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.09,0,0,0,NA,2.16,0,0,8,1,1,NA,NA
"PYBI_74-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.66,0,0,0,95,6.71,0.09,0.09,8,2,2,NA,NA
"PYBI_74-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.33,0,NA,0,155,6.48,0.1,0,5,2,0,NA,NA
"PYBI_74-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.17,0,NA,0,129,1.41,0,0,3,1,0,NA,NA
"PYBI_74-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_74","2019-2020",0,0,0,0,0,0,4,3,"",0.71,0,0.08,0,23,2.85,1.09,1.25,8,2,4,NA,NA
"PYBI_74","2020-2021",4,2,2,52.75,25.25,80.25,18,10,"4",1.89,0.4,0.51,0,175,11.8,4.04,4.42,23,11,10,NA,NA
"PYBI_74","2021-2022",1,0,1,80.6,0,80.6,16,10,"3",2.66,0.16,0.06,0,128,10.66,1.71,1.18,22,10,8,0.11,3
"PYBI_74","2022-2023",1,0,1,130.2,0,130.2,9,7,"4",5.84,1.51,1.02,0,121,14.28,4.93,3.23,16,8,6,0.13,4
"PYBI_74","2023-2024",1,0,1,126.9,0,126.9,8,6,"3",1.37,0.37,0.45,0,97,5.25,2.73,2.97,13,8,9,NA,NA
"PYBI_74","2024-2025",0,0,0,0,0,0,0,0,"",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_75-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.04,NA,NA,0,NA,1.07,0,0,4,0,0,NA,NA
"PYBI_75-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.11,NA,NA,0,NA,1.5,0,0,3,0,0,NA,NA
"PYBI_75-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,NA,0,57,0.39,0,0,2,1,0,NA,NA
"PYBI_75","2019-2020",0,0,0,0,0,0,2,2,"",0.31,0,0,0,5,3.06,0,0.04,19,1,2,NA,NA
"PYBI_75","2020-2021",0,0,0,0,0,0,4,4,"2",0.26,0.01,0.01,0,159,3.38,0.34,0.44,14,3,4,NA,NA
"PYBI_75","2021-2022",0,0,0,0,0,0,3,1,"1",0.07,0,NA,0,36,1.25,0,0,6,1,0,NA,NA
"PYBI_76-T","2019-2020",0,0,0,0,0,0,0,0,"0",0.19,NA,NA,0,NA,1.82,0,0,6,0,0,NA,NA
"PYBI_76-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.74,0.09,0.09,0,136,4.57,0.88,0.88,9,3,3,NA,NA
"PYBI_76-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.42,0,0,0,114,2,0,0,4,1,1,NA,NA
"PYBI_76-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.2,0.13,0.13,0,18,2.1,1.43,1.43,5,3,3,NA,NA
"PYBI_76-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.38,0.03,0.03,0,111,3.48,0.7,0.7,6,4,4,NA,NA
"PYBI_76-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_76","2019-2020",0,0,0,0,0,0,2,1,"",0.55,0,0.01,0,13,2.75,0,0.47,6,1,3,NA,NA
"PYBI_76","2020-2021",2,1,1,44.9,55.1,34.7,14,7,"6",1.15,0.22,0.12,0,128,5.56,2.36,1.4,16,8,6,NA,NA
"PYBI_76","2021-2022",1,0,1,86.8,0,86.8,14,8,"3",0.59,0.23,0.23,0,135,5.39,2.08,2.16,16,8,8,NA,NA
"PYBI_76","2021-2022",1,0,1,86.8,0,86.8,14,8,"3",0.59,0.23,0.23,19,135,5.39,2.08,2.16,16,8,8,NA,NA
"PYBI_76","2022-2023",0,0,0,0,0,0,8,5,"4",0.79,0.52,0.31,0,154,5.8,2.95,2.39,15,7,7,0.5,4
"PYBI_76","2023-2024",0,0,0,0,0,0,11,2,"2",1.8,0.08,0.52,0,140,6.07,1.15,2.67,9,4,4,NA,NA
"PYBI_76","2024-2025",2,1,1,19.75,12.5,27,8,5,"5",0.21,0.1,0.13,0,128,2.87,1.17,1.48,10,7,6,NA,NA
"PYBI_77-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.02,0,0,2,0,0,NA,NA
"PYBI_77-T","2020-2021",0,0,0,0,0,0,0,0,"0",2.54,0,0.28,0,118,5.74,1.95,2.31,8,2,3,NA,NA
"PYBI_77-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_77","2019-2020",0,0,0,0,0,0,0,0,"0",0.04,NA,NA,0,NA,0.74,0,0,5,0,0,NA,NA
"PYBI_77","2020-2021",1,0,1,23.3,0,23.3,18,15,"4",3.87,0.82,0.82,0,176,10.88,5.04,5.49,20,11,12,NA,NA
"PYBI_77","2021-2022",0,0,0,0,0,0,2,1,"",0,NA,NA,0,21,0.06,0,0,2,0,0,NA,NA
"PYBI_78-T","2019-2020",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.2,0,0,2,0,0,NA,NA
"PYBI_78-T","2020-2021",0,0,0,0,0,0,0,0,"0",0.89,0.05,0.05,0,125,6.24,1.56,1.56,10,3,3,NA,NA
"PYBI_78-T","2021-2022",0,0,0,0,0,0,0,0,"0",2.23,0,0,0,178,8.11,0,0,11,1,1,NA,NA
"PYBI_78-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.15,NA,NA,0,NA,2.99,0,0,6,0,0,NA,NA
"PYBI_78","2019-2020",0,0,0,0,0,0,0,0,"0",0.01,NA,NA,0,NA,0.48,0,0,3,0,0,NA,NA
"PYBI_78","2020-2021",3,0,3,31.37,0,31.37,19,13,"8",0.75,0.09,0.09,0,130,5.73,1.96,1.96,16,11,11,NA,NA
"PYBI_78","2021-2022",0,0,0,0,0,0,13,9,"2",0.86,0.44,0.44,0,118,4.62,3.19,2.27,11,9,7,0.25,3
"PYBI_78","2022-2023",1,0,1,115.2,0,115.2,16,13,"2",1.86,1.69,0.77,9,170,8.14,5.78,3.84,17,10,7,0.21,4
"PYBI_78","2022-2023",1,0,1,115.2,0,115.2,16,13,"2",1.86,1.69,0.77,0,170,8.14,5.78,3.84,17,10,7,0.21,4
"PYBI_78","2023-2024",0,0,0,0,0,0,1,0,"",0,NA,NA,0,8,0.16,0,0,2,0,0,NA,NA
"PYBI_79-T","2020-2021",0,0,0,0,0,0,0,0,"0",1.66,0,0,0,100,4.68,0.51,0.51,6,2,2,NA,NA
"PYBI_79-T","2021-2022",0,0,0,0,0,0,0,0,"0",2.56,0,NA,0,48,8.45,0,0,10,1,0,NA,NA
"PYBI_79-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.93,0,0,0,135,4.76,0,0,7,1,1,NA,NA
"PYBI_79-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_79","2020-2021",0,0,0,0,0,0,11,8,"4",3.27,1.25,1.34,0,97,10.38,5.6,5.85,15,9,9,NA,NA
"PYBI_79","2021-2022",1,0,1,93.1,0,93.1,11,6,"2",4.98,0.1,0.02,0,142,11.57,1.94,1.48,14,6,5,NA,NA
"PYBI_79","2022-2023",1,0,1,74.9,0,74.9,13,6,"5",3.51,0.68,0.71,0,142,9.03,3.3,3.38,16,8,7,0.37,3
"PYBI_79","2022-2023",1,0,1,74.9,0,74.9,13,6,"5",3.51,0.68,0.71,8,142,9.03,3.3,3.38,16,8,7,0.37,3
"PYBI_79","2023-2024",2,1,1,50,16.1,83.9,8,4,"3",0.17,0.01,0.01,0,144,1.91,0.6,0.45,8,4,3,NA,NA
"PYBI_80-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.44,0,NA,0,49,3.94,0,0,7,1,0,NA,NA
"PYBI_80-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_80","2020-2021",0,0,0,0,0,0,2,2,"1",0.02,0,0,0,54,0.86,0.15,0.24,5,2,3,NA,NA
"PYBI_80","2021-2022",0,0,0,0,0,0,17,13,"4",3.98,0.03,0.02,0,175,5.79,1.05,0.91,21,9,8,NA,NA
"PYBI_80","2021-2022",0,0,0,0,0,0,17,13,"4",3.98,0.03,0.02,1,175,5.79,1.05,0.91,21,9,8,NA,NA
"PYBI_80","2022-2023",1,0,1,106.5,0,106.5,5,3,"1",0.13,0.03,0,8,89,1.13,0.64,0.21,7,4,2,NA,NA
"PYBI_80","2022-2023",1,0,1,106.5,0,106.5,5,3,"1",0.13,0.03,0,0,89,1.13,0.64,0.21,7,4,2,NA,NA
"PYBI_81-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.5,0,0,0,176,3.17,0,0,14,1,1,NA,NA
"PYBI_81-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.25,0,0,0,73,1.54,0,0,3,1,1,NA,NA
"PYBI_81","2020-2021",0,0,0,0,0,0,2,2,"1",0.05,0,0,0,54,1.27,0.03,0.2,5,2,3,NA,NA
"PYBI_81","2021-2022",0,0,0,0,0,0,9,3,"",3.41,0.03,0.03,0,131,2.87,0.7,0.66,11,4,3,NA,NA
"PYBI_81","2022-2023",3,2,1,23.4,20.2,29.8,11,6,"5",2.22,0.39,0.25,0,146,7.73,3.08,2.56,16,10,8,NA,NA
"PYBI_81","2023-2024",0,0,0,0,0,0,2,1,"",0,NA,NA,0,3,0.19,0,0,2,0,0,NA,NA
"PYBI_82-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.17,0,0,2,0,0,NA,NA
"PYBI_82-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.01,0,0,0,66,1.23,0,0.48,3,1,2,NA,NA
"PYBI_82","2020-2021",0,0,0,0,0,0,7,6,"2",4.6,0.04,0.04,0,76,9.58,2.4,2.4,16,8,8,NA,NA
"PYBI_82","2021-2022",7,2,5,78.47,38,94.66,13,11,"7",7.44,0.12,0.13,0,162,16.54,1.17,1.77,22,8,9,NA,NA
"PYBI_82","2022-2023",1,0,1,42.9,0,42.9,15,13,"10",8.69,0.09,0.09,0,166,15.64,2.44,2.46,24,10,10,0.32,3
"PYBI_82","2023-2024",1,0,1,123.4,0,123.4,9,6,"5",4.3,0.03,0.02,0,112,9.17,1.34,0.97,14,9,7,0.07,4
"PYBI_82","2024-2025",7,4,3,48.71,32.08,70.9,9,9,"9",4.89,1.61,1.81,0,141,7.54,4.97,5.28,14,10,10,0.21,5
"PYBI_83-T","2020-2021",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_83-T","2022-2023",0,0,0,0,0,0,0,0,"0",2.07,NA,NA,0,34,6.29,0,0,3,0,0,NA,NA
"PYBI_83-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_83-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,16,0.04,0.04,0.04,2,2,2,NA,NA
"PYBI_83","2020-2021",2,0,2,101.2,0,101.2,7,8,"3",5.28,0.02,0.02,0,77,12.03,4.36,4.36,16,8,8,NA,NA
"PYBI_83","2021-2022",4,2,2,39.25,35.4,43.1,16,15,"7",4.93,0.16,0.06,0,175,12.68,2.81,2.62,24,10,11,NA,NA
"PYBI_83","2022-2023",0,0,0,0,0,0,12,9,"4",6.33,1.68,0.75,0,166,13.44,4.57,3.31,22,13,12,0.79,3
"PYBI_83","2023-2024",2,1,1,41.55,28.2,54.9,7,4,"2",2.4,0.59,0.63,0,121,7.73,2.92,3.09,13,7,8,NA,NA
"PYBI_83","2024-2025",2,1,1,40.55,27,54.1,10,5,"5",2.53,0.33,0.1,0,141,6.98,1.98,1.91,12,8,7,NA,NA
"PYBI_84-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.02,0.02,0,0,36,1.09,1.09,0.12,4,4,3,NA,NA
"PYBI_84-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.57,0,0,2,0,0,NA,NA
"PYBI_84","2020-2021",0,0,0,0,0,0,3,3,"1",3.21,0,0,0,48,9.21,0.86,0.88,12,2,3,NA,NA
"PYBI_84","2021-2022",6,2,4,55.6,26,70.4,11,7,"5",2.38,0.07,0.14,0,149,12.93,2.25,1.92,18,8,8,NA,NA
"PYBI_84","2022-2023",1,0,1,40.2,0,40.2,11,10,"5",5.7,1.24,0.61,0,166,14.63,4.3,3.34,16,7,7,NA,NA
"PYBI_84","2023-2024",3,2,1,62.47,35.6,116.2,9,7,"5",2.71,0.29,0.13,0,120,7.77,1.95,1.26,17,9,8,NA,NA
"PYBI_84","2024-2025",5,2,3,80.84,27.45,116.43,12,12,"9",0.78,0.12,0.11,0,141,5.37,2.48,2.45,14,9,9,NA,NA
"PYBI_85-T","2021-2022",0,0,0,0,0,0,0,0,"0",0.05,0,0,0,49,1.58,0.87,0,3,2,1,NA,NA
"PYBI_85-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.04,0,0,0,NA,1.39,0,0,3,1,1,NA,NA
"PYBI_85-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_85","2020-2021",0,0,0,0,0,0,3,4,"2",0.6,0,0,0,49,4.1,0.33,0.54,12,2,3,NA,NA
"PYBI_85","2021-2022",2,2,0,42.8,42.8,0,10,7,"4",1.75,0.23,0.14,0,141,9.21,2.62,2.16,18,9,8,NA,NA
"PYBI_85","2022-2023",1,0,1,59.4,0,59.4,9,6,"4",1.9,0.2,0.04,0,166,13.97,2.52,1.49,20,8,8,NA,NA
"PYBI_85","2023-2024",6,5,1,40.08,30.7,87,5,3,"3",1.52,1.41,0.68,0,120,7.48,4.54,3.26,14,9,8,NA,NA
"PYBI_85","2024-2025",3,1,2,44.43,27.8,52.75,9,6,"5",0.92,0.43,0.43,0,143,5.33,2.95,3.37,13,8,10,NA,NA
"PYBI_86-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,NA,0,53,5.87,0,0,2,1,0,NA,NA
"PYBI_86","2021-2022",0,0,0,0,0,0,6,3,"",27.92,0.01,0,0,156,14.69,1.32,0.18,11,4,3,NA,NA
"PYBI_86","2022-2023",0,0,0,0,0,0,1,1,"1",0.07,NA,NA,0,40,4.83,0,0,4,0,0,NA,NA
"PYBI_87","2021-2022",0,0,0,0,0,0,4,3,"",0.05,0,0,0,58,1.31,0,0,6,1,1,NA,NA
"PYBI_88-T","2021-2022",0,0,0,0,0,0,0,0,"0",2.17,NA,NA,0,142,5.53,0,0,9,0,0,NA,NA
"PYBI_88-T","2022-2023",0,0,0,0,0,0,0,0,"0",1.3,0,0,0,97,5.01,0.5,0.5,5,2,2,NA,NA
"PYBI_88","2021-2022",0,0,0,0,0,0,10,5,"1",0.33,0.12,0.04,0,114,3.02,2.68,2.23,10,8,6,NA,NA
"PYBI_88","2022-2023",2,1,1,64.55,27.3,101.8,12,7,"2",0.42,0.2,0.2,0,149,3.72,2.17,2.05,10,8,7,NA,NA
"PYBI_89-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,0,0,6,0.41,0.14,0.14,6,2,2,NA,NA
"PYBI_89-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.22,0,0,0,76,1.55,0,0,4,1,1,NA,NA
"PYBI_89","2021-2022",0,0,0,0,0,0,8,5,"2",0.1,0.02,0.01,0,90,1.36,0.55,0.31,13,8,7,NA,NA
"PYBI_89","2022-2023",2,0,2,43.5,0,43.5,11,8,"4",0.58,0.06,0.04,0,143,2.96,1.14,0.83,16,8,7,NA,NA
"PYBI_89","2023-2024",1,0,1,50.9,0,50.9,15,13,"9",0.5,0.38,0.37,0,151,5.3,3.83,3.71,21,12,11,NA,NA
"PYBI_89","2023-2024",1,0,1,50.9,0,50.9,15,13,"9",0.5,0.38,0.37,0,151,5.3,3.83,3.71,21,12,11,NA,NA
"PYBI_89","2024-2025",0,0,0,0,0,0,9,6,"6",0.13,0.03,0.03,0,146,2.08,0.99,0.64,12,9,8,NA,NA
"PYBI_90-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0.55,0,0,3,0,0,NA,NA
"PYBI_90","2021-2022",0,0,0,0,0,0,5,4,"",1.36,0.02,0.07,0,69,4.44,0.49,1.34,9,4,5,NA,NA
"PYBI_90","2022-2023",0,0,0,0,0,0,0,0,"",0.02,NA,NA,0,54,0.97,0,0,4,0,0,NA,NA
"PYBI_91-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.04,0,0,0,27,1.6,1.42,0,3,2,1,NA,NA
"PYBI_91-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_91","2021-2022",1,1,0,16.8,16.8,0,7,7,"1",1.31,0.05,0.05,0,54,5.67,1.33,1.66,13,6,8,NA,NA
"PYBI_91","2022-2023",4,0,4,58.27,0,58.27,12,10,"6",1.6,0.86,0.53,0,153,9.13,3.7,3.21,19,10,10,NA,NA
"PYBI_91","2023-2024",6,3,3,51.27,18.2,84.33,7,6,"5",2.67,1.07,0.24,14,107,6.73,4.09,5.17,12,7,7,NA,NA
"PYBI_91","2023-2024",6,3,3,51.27,18.2,84.33,7,6,"5",2.67,1.07,0.24,0,107,6.73,4.09,5.17,12,7,7,NA,NA
"PYBI_91","2024-2025",4,2,2,59.26,36.05,82.46,12,7,"6",0.56,0.05,0.02,13,128,2.73,0.75,0.58,14,8,8,NA,NA
"PYBI_91","2024-2025",4,2,2,59.26,36.05,82.46,12,7,"6",0.56,0.05,0.02,0,128,2.73,0.75,0.58,14,8,8,NA,NA
"PYBI_92-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,0,0,0,1,0,0,NA,NA
"PYBI_92-T","2022-2023",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,NA,1.64,0,0,2,0,0,NA,NA
"PYBI_92-T","2023-2024",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_92-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,13,0.73,0,0,2,0,0,NA,NA
"PYBI_92","2021-2022",0,0,0,0,0,0,4,2,"1",1.03,0.07,0.07,0,27,8.74,1.85,1.85,8,4,4,NA,NA
"PYBI_92","2022-2023",3,1,2,37.27,25.5,43.15,12,9,"6",2.4,0.5,0.12,0,152,9.74,3.01,1.92,23,13,13,NA,NA
"PYBI_92","2023-2024",0,0,0,0,0,0,8,7,"7",4.07,0.91,0.55,0,120,8.68,4.24,3.36,14,7,6,NA,NA
"PYBI_92","2024-2025",2,1,1,71.85,35.9,107.8,10,7,"7",2.18,1.45,1.02,0,135,6.22,5.19,4.49,11,7,8,NA,NA
"PYBI_92","2024-2025",2,1,1,71.85,35.9,107.8,10,7,"7",2.18,1.45,1.02,8,135,6.22,5.19,4.49,11,7,8,NA,NA
"PYBI_93-T","2021-2022",0,0,0,0,0,0,0,0,"0",0,0,0,0,NA,0,0,0,1,1,1,NA,NA
"PYBI_93-T","2022-2023",0,0,0,0,0,0,0,0,"0",0.1,0,0,0,98,1.54,0,0,3,1,1,NA,NA
"PYBI_93-T","2023-2024",0,0,0,0,0,0,0,0,"0",0.9,0,0,0,120,3.14,0,0.53,4,1,2,NA,NA
"PYBI_93-T","2024-2025",0,0,0,0,0,0,0,0,"0",0,NA,NA,0,23,0.03,0,0,2,0,0,NA,NA
